"X","Y","Z"
-2000.,448.958977,0.0004460928182637943
-2000.,451.227491,0.00032785763743275364
-2000.,453.496004,0.0001877632718518071
-2000.,455.764518,0.00014119678852541506
-2000.,458.033031,0.0005158938766252792
-2000.,460.301545,-0.004339104987084549
-2000.,462.570059,-0.013025873490127154
-2000.,464.838572,-0.02444709832739622
-2000.,467.107086,0.0034574719371824325
-2000.,469.375599,0.009318673685415724
-2000.,471.644113,0.0006694411704582862
-2000.,473.912627,0.00015756627235013576
-2000.,476.18114,0.00018389484436554183
-2000.,478.449654,0.00013810066352552413
-2000.,480.718167,0.0002626429307411363
-2000.,482.986681,0.00024295760871112797
-2000.,485.255194,0.00017172892906621622
-2000.,487.523708,0.00006637681915878631
-2000.,489.792222,-0.0001215481361568631
-2000.,492.060735,-0.00011103649950625408
-2000.,494.329249,-0.00027845819831006226
-2000.,496.597762,-0.0002808950066701772
-2000.,498.866276,-0.00018828532454368127
-2000.,501.13479,-0.000180558819806091
-2000.,503.403303,-0.0001390307990758225
-2000.,505.671817,-0.00006215668477336676
-2000.,507.94033,0.00015920121756810707
-2000.,510.208844,0.0001136330326371067
-2000.,512.477357,0.00019716303576745083
-2000.,514.745871,0.00018118204870365895
-2000.,517.014385,0.00022027760257957874
-2000.,519.282898,0.00008067724588182979
-2000.,521.551412,0.00006294993619915495
-2000.,523.819925,-0.000012642262447759697
-2000.,526.088439,-0.00007644019367277909
-2000.,528.356953,-0.00008307028088453761
-2000.,530.625466,-0.00011974161714017396
-2000.,532.89398,-0.00011191358361815299
-2000.,535.162493,-0.00008143141694487541
-2000.,537.431007,-0.00008108558630986676
-2000.,539.699521,-0.000048673445496476514
-2000.,541.968034,-0.000016319468380839313
-2000.,544.236548,-1.7031220484407784e-6
-2000.,546.505061,9.907524995031821e-6
-2000.,548.773575,7.343688873666539e-7
-2000.,551.042088,9.006015169982419e-6
-2000.,553.310602,0.0000165073184258899
-2000.,555.579116,3.975508955225785e-6
-2000.,557.847629,-9.544819953981288e-6
-2000.,560.116143,0.000010123688830925647
-2000.,562.384656,7.646662638201472e-6
-2000.,564.65317,0.000019528572290622898
-2000.,566.921684,0.000028301793013442353
-2000.,569.190197,0.000018620958967346444
-2000.,571.458711,-0.000021633437786381773
-2000.,573.727224,7.222654307163463e-6
-2000.,575.995738,-7.838341810581231e-6
-2000.,578.264251,1.7949149909770727e-6
-2000.,580.532765,2.949636996873758e-6
-2000.,582.801279,0.000013876536856886234
-2000.,585.069792,7.371871506752362e-6
-2000.,587.338306,0.000011685724465702788
-2000.,589.606819,4.174599794177207e-6
-2000.,591.875333,0.00001955277371068509
-2000.,594.143847,0.000017489559748370445
-2000.,596.41236,-0.000018023598757659556
-2000.,598.680874,7.283436474584367e-6
-2000.,600.949387,0.000026531806451719122
-2000.,603.217901,-0.00002433956219273447
-2000.,605.486414,0.000020450563227127144
-2000.,607.754928,-0.00003948970486604987
-2000.,610.023442,-0.0000121411928559292
-2000.,612.291955,-2.8634788019947e-6
-2000.,614.560469,-3.4453153351621586e-6
-2000.,616.828982,8.615758719798046e-6
-2000.,619.097496,-3.1892375584928334e-6
-2000.,621.36601,0.00003507752334299813
-2000.,623.634523,0.00003250163287086088
-2000.,625.903037,8.397454347362248e-6
-2000.,628.17155,1.6961316009031946e-6
-2000.,630.440064,0.000011911447135018537
-2000.,632.708578,-0.000026294584311610648
-2000.,634.977091,-4.254828749211057e-6
-2000.,637.245605,-0.000019020263349416263
-2000.,639.514118,-0.00002075788090396298
-2000.,641.782632,-0.000031013466384559264
-2000.,644.051145,-3.04186377925657e-6
-2000.,646.319659,0.000017426844683807524
-2000.,648.588173,8.754080051734031e-7
-2000.,650.856686,0.000026595564640181797
-2000.,653.1252,0.00001764477603667073
-2000.,655.393713,0.00004108911178699784
-2000.,657.662227,-0.00003967693493929782
-2000.,659.930741,0.00001419019504160117
-2000.,662.199254,-0.00001580271793682453
-2000.,664.467768,-0.000030874119297032894
-2000.,666.736281,8.199884822157154e-6
-2000.,669.004795,2.198870938376738e-6
-2000.,671.273308,0.00004904061835839004
-2000.,673.541822,0.00002835341097648731
-2000.,675.810336,-0.00002513110967733457
-2000.,678.078849,5.554387305322448e-6
-2000.,680.347363,-0.000029347371338280456
-2000.,682.615876,0.00002070510808561038
-2000.,684.88439,-0.000011837068548077805
-2000.,687.152904,-0.00004874954348327144
-2000.,689.421417,-0.00004816970581884223
-2000.,691.689931,-0.00004992782467529324
-2000.,693.958444,-7.37159195349899e-8
-2000.,696.226958,-2.206514530872675e-6
-2000.,698.495471,0.000019116613735229675
-2000.,700.763985,0.000021850348031421945
-2000.,703.032499,-0.000025803851774653417
-2000.,705.301012,-0.0000792425572856232
-2000.,707.569526,-0.00002107918232491735
-2000.,709.838039,-0.00005075352074633266
-2000.,712.106553,-0.00006331884774129541
-2000.,714.375067,-0.0000546970980742545
-2000.,716.64358,-0.00004507892818882445
-2000.,718.912094,-0.00008899684454333804
-2000.,721.180607,-0.00010764888214166824
-2000.,723.449121,-0.00005144710756733443
-2000.,725.717635,-0.00006845503438738154
-2000.,727.986148,-0.000011408527600069153
-2000.,730.254662,-0.00005985972291809604
-2000.,732.523175,-0.00004756048289553832
-2000.,734.791689,-0.00007679907076671655
-2000.,737.060202,-0.00006742557308006845
-2000.,739.328716,-0.00005782682029035772
-2000.,741.59723,-0.000010640686644939332
-2000.,743.865743,-0.0000880525887108979
-2000.,746.134257,-0.00007286426427499421
-2000.,748.40277,-0.000053810695550435934
-2000.,750.671284,-0.00010868651099707518
-2000.,752.939798,-0.000059307504482935224
-2000.,755.208311,-0.00009782424293086611
-2000.,757.476825,-0.00011068203296471496
-2000.,759.745338,-0.00011707418402465548
-2000.,762.013852,-0.00007397160288855414
-2000.,764.282365,-0.00010280958583306629
-2000.,766.550879,-0.00015748094377671115
-2000.,768.819393,-0.00011014302924164667
-2000.,771.087906,-0.00006649349029100142
-2000.,773.35642,-0.00014049568005635926
-2000.,775.624933,-0.0001292708033268124
-2000.,777.893447,-0.00014622832059553844
-2000.,780.161961,-0.00009360896596626131
-2000.,782.430474,-0.00018710341429856246
-2000.,784.698988,-0.00013549358132215224
-2000.,786.967501,-0.000156628955443446
-2000.,789.236015,-0.00011406132443729657
-2000.,791.504529,-0.0000802045570962662
-2000.,793.773042,-0.0001461618395578152
-2000.,796.041556,-0.00012984926608323002
-2000.,798.310069,-0.00011975022344725902
-2000.,800.578583,-0.00010404888343087184
-2000.,802.847096,-0.000058340708611281456
-2000.,805.11561,-0.00010907795756540963
-2000.,807.384124,-0.00006546179044791855
-2000.,809.652637,-0.00014818033943808623
-2000.,811.921151,-0.0000652468039621238
-2000.,814.189664,-0.000020493707690976033
-2000.,816.458178,0.000047685432620707163
-2000.,818.726692,0.000027017524643119695
-2000.,820.995205,0.000050215749321543554
-2000.,823.263719,0.00010601966279715836
-2000.,825.532232,0.000035827062885050026
-2000.,827.800746,6.886083743252026e-6
-2000.,830.069259,0.000014567786448534711
-2000.,832.337773,0.00010561011071110783
-2000.,834.606287,0.00007505173171451084
-2000.,836.8748,0.00011684304211797756
-2000.,839.143314,0.00011469678916459149
-2000.,841.411827,0.00003508034761822885
-2000.,843.680341,0.00011371311751099772
-2000.,845.948855,0.00007443832188385542
-2000.,848.217368,-9.906348212557594e-8
-2000.,850.485882,0.00006500233343925986
-2000.,852.754395,-0.00003270853378997278
-2000.,855.022909,1.1609232554251779e-6
-2000.,857.291422,0.000016695917681311043
-2000.,859.559936,0.000012539288683686923
-2000.,861.82845,6.444017669181745e-6
-2000.,864.096963,-0.000025281518264022725
-2000.,866.365477,0.000022990862277686612
-2000.,868.63399,0.000016732412771428842
-2000.,870.902504,0.00002065072242099004
-2000.,873.171018,0.000026153891688699717
-2000.,875.439531,0.00007440986900677967
-2000.,877.708045,1.2536684374217294e-6
-2000.,879.976558,0.00006121409464503001
-2000.,882.245072,0.000033886964879888126
-2000.,884.513586,-0.000095441725131164
-2000.,886.782099,-0.000035684883542383454
-2000.,889.050613,-0.000016958460170037298
-2000.,891.319126,0.00007190244963462317
-2000.,893.58764,0.00009977883424744046
-2000.,895.856153,-0.00013931304976122396
-2000.,898.124667,-0.000025571326058268767
-2000.,900.393181,0.00018659611529821637
-2000.,902.661694,-7.707651459505453e-6
-2000.,904.930208,-0.00011212767024022067
-2000.,907.198721,8.99196396528908e-6
-2000.,909.467235,-9.626090413867093e-6
-2000.,911.735749,0.00010914194747716817
-2000.,914.004262,0.00002442227454507788
-2000.,916.272776,-0.00019861703838980305
-2000.,918.541289,-0.000046312272217175626
-2000.,920.809803,-0.000056992224527070777
-2000.,923.078316,0.00005047292600212478
-2000.,925.34683,-0.00002197128623815408
-2000.,927.615344,-0.00008762418528339346
-2000.,929.883857,2.129427595357633e-6
-2000.,932.152371,-0.000014387297583501389
-2000.,934.420884,-0.00007104899174492272
-2000.,936.689398,-0.00022798716535690972
-2000.,938.957912,-0.0001376823536433793
-2000.,941.226425,-0.0001497731922228911
-2000.,943.494939,-0.00008021479895367427
