"X","Y","Z"
-2000.,448.958977,0.00008636501161124802
-2000.,451.227491,0.00013345774513745092
-2000.,453.496004,-5.319977340037711e-6
-2000.,455.764518,0.000034016574275564705
-2000.,458.033031,-0.0007244101218332223
-2000.,460.301545,-0.0033693987347457738
-2000.,462.570059,-0.00027680709068358955
-2000.,464.838572,-0.007469573085131909
-2000.,467.107086,0.0015346290266182172
-2000.,469.375599,0.007212913578412944
-2000.,471.644113,0.0004061386172765904
-2000.,473.912627,0.000014739504570053757
-2000.,476.18114,0.00006854510658934064
-2000.,478.449654,0.0001190894954176989
-2000.,480.718167,0.00025795909040525976
-2000.,482.986681,0.00022596126627552442
-2000.,485.255194,0.0002453542395137328
-2000.,487.523708,0.000133799581614345
-2000.,489.792222,0.00007952156183214823
-2000.,492.060735,0.00014491089440940124
-2000.,494.329249,0.00020382425325291584
-2000.,496.597762,0.00013520288692870372
-2000.,498.866276,0.00005456666016146871
-2000.,501.13479,0.000018809294825528414
-2000.,503.403303,0.000010874395312561024
-2000.,505.671817,0.00004189716559293904
-2000.,507.94033,0.00017477816988424816
-2000.,510.208844,0.00020331071621593763
-2000.,512.477357,0.00019605980577528347
-2000.,514.745871,0.00020364650931522328
-2000.,517.014385,0.00015903885594553517
-2000.,519.282898,0.00015027266014598292
-2000.,521.551412,0.00017734754811041774
-2000.,523.819925,0.00016949471691204564
-2000.,526.088439,0.00010148437812275814
-2000.,528.356953,0.00007225638526608404
-2000.,530.625466,0.000028494726664840607
-2000.,532.89398,-2.1352284544860203e-6
-2000.,535.162493,-3.2368103962086836e-6
-2000.,537.431007,-0.000017694561381483465
-2000.,539.699521,-0.000020609950967352545
-2000.,541.968034,-0.000011247497710139144
-2000.,544.236548,-7.30682266722628e-6
-2000.,546.505061,0.000024595819747212226
-2000.,548.773575,-1.6398239867238527e-7
-2000.,551.042088,-4.468790227643723e-6
-2000.,553.310602,0.00004132054192437638
-2000.,555.579116,8.135484380900884e-7
-2000.,557.847629,8.231273679164437e-6
-2000.,560.116143,0.000012682108216918524
-2000.,562.384656,9.208313962480536e-6
-2000.,564.65317,0.000015215524360308208
-2000.,566.921684,6.512748555442344e-6
-2000.,569.190197,0.000019558060249364876
-2000.,571.458711,0.000010999935375553543
-2000.,573.727224,0.000019250793436609302
-2000.,575.995738,0.000032388336472705935
-2000.,578.264251,-7.455101421306224e-6
-2000.,580.532765,0.000015000181604059328
-2000.,582.801279,-9.807404197386339e-6
-2000.,585.069792,3.1121677108607926e-6
-2000.,587.338306,-1.8097213703380865e-6
-2000.,589.606819,0.000010079275813133081
-2000.,591.875333,0.000010006827604820867
-2000.,594.143847,-4.958237154448711e-6
-2000.,596.41236,-8.325346713081491e-7
-2000.,598.680874,1.97231667702125e-6
-2000.,600.949387,-6.569036476068854e-6
-2000.,603.217901,6.134360925001518e-6
-2000.,605.486414,-0.00002457378073397375
-2000.,607.754928,0.000014295341162687396
-2000.,610.023442,-0.000012865878042004565
-2000.,612.291955,0.000018077583120378382
-2000.,614.560469,1.4656300122311773e-6
-2000.,616.828982,-0.000012431641065897718
-2000.,619.097496,-1.520077427126721e-6
-2000.,621.36601,-0.00001653923692616731
-2000.,623.634523,-0.00001476588882037573
-2000.,625.903037,0.00001977831820919911
-2000.,628.17155,-7.238409517171491e-6
-2000.,630.440064,0.00001107403434973255
-2000.,632.708578,-0.00002707003180609966
-2000.,634.977091,8.848441554823305e-6
-2000.,637.245605,-1.918376427659661e-6
-2000.,639.514118,-0.000015507701644001484
-2000.,641.782632,-0.00002645472496889556
-2000.,644.051145,-0.00004740738108309657
-2000.,646.319659,-0.000040657797526353105
-2000.,648.588173,5.265270097146544e-6
-2000.,650.856686,-0.000052436925977671124
-2000.,653.1252,-0.000042177663304075456
-2000.,655.393713,-0.000041870945156859784
-2000.,657.662227,-0.00004988702207770868
-2000.,659.930741,-0.000014295190275937877
-2000.,662.199254,-0.00006928274111898316
-2000.,664.467768,-0.00008511106148764727
-2000.,666.736281,-0.00004896232223486366
-2000.,669.004795,-0.000027685585082763122
-2000.,671.273308,-0.00004603147778428771
-2000.,673.541822,-8.342344504528792e-6
-2000.,675.810336,-0.000029333255926335176
-2000.,678.078849,-8.360564366851625e-6
-2000.,680.347363,-7.3651432972328416e-6
-2000.,682.615876,0.00004556714706001949
-2000.,684.88439,0.00003767624382315265
-2000.,687.152904,0.00007608189615213067
-2000.,689.421417,0.00006933143893565721
-2000.,691.689931,0.00005063491370654552
-2000.,693.958444,0.000050726335038101
-2000.,696.226958,0.00006546300102408523
-2000.,698.495471,0.000033588444649409155
-2000.,700.763985,0.00007984948271241747
-2000.,703.032499,0.000043904332441533095
-2000.,705.301012,0.00004432198800301267
-2000.,707.569526,0.00003217863624208798
-2000.,709.838039,0.00007688291343195975
